Make,Model,Year,Fuel,HP,Cylinders,Trans,DT,Doors,MCAT,Size,Style,Highway,City,Popularity,MSRP
VOL,V60,2017,R,240,4,A,F,4,"Luxury,Performance",M,W,36,25,870,36150
VOL,V60,2017,R,240,4,A,F,4,"Luxury,Performance",M,W,36,25,870,41750
VOL,V60,2017,R,240,4,A,F,4,"Luxury,Performance",M,W,36,25,870,38100
VOL,V70,2008,PC,235,6,A,F,4,Luxury,M,W,24,16,870,32465
VOL,V70,2009,PC,235,6,A,F,4,Luxury,M,W,25,16,870,32900
VOL,V70,2010,PC,235,6,A,F,4,Luxury,M,W,27,18,870,33550
VOL,V70,2010,PC,235,6,A,F,4,Luxury,M,W,27,18,870,38000
AM,V8 Vantage,2014,PQ,430,8,M,R,2,"Exotic,High-Performance",C,CON,19,13,259,145200
AM,V8 Vantage,2014,PQ,420,8,M,R,2,"Exotic,High-Performance",C,CON,19,13,259,131200
AM,V8 Vantage,2014,PQ,430,8,M,R,2,"Exotic,High-Performance",C,COU,19,13,259,130700
AM,V8 Vantage,2014,PQ,420,8,AMT,R,2,"Exotic,High-Performance",C,COU,21,14,259,122400
AM,V8 Vantage,2014,PQ,420,8,M,R,2,"Exotic,High-Performance",C,COU,19,13,259,116700
AM,V8 Vantage,2014,PQ,420,8,AMT,R,2,"Exotic,High-Performance",C,CON,21,14,259,136900
AM,V8 Vantage,2014,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,COU,21,14,259,136400
AM,V8 Vantage,2014,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,CON,21,14,259,150900
AM,V8 Vantage,2015,PQ,430,8,M,R,2,"Exotic,High-Performance",C,CON,19,13,259,147495
AM,V8 Vantage,2015,PQ,430,8,M,R,2,"Exotic,High-Performance",C,COU,19,13,259,132995
AM,V8 Vantage,2015,PQ,430,8,M,R,2,"Exotic,High-Performance",C,COU,19,13,259,98200
AM,V8 Vantage,2015,PQ,430,8,M,R,2,"Exotic,High-Performance",C,COU,19,13,259,117995
AM,V8 Vantage,2015,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,COU,21,14,259,103900
AM,V8 Vantage,2015,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,CON,21,14,259,153195
AM,V8 Vantage,2015,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,COU,21,14,259,138695
AM,V8 Vantage,2015,PQ,430,8,M,R,2,"Exotic,High-Performance",C,CON,19,13,259,112700
AM,V8 Vantage,2015,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,COU,21,14,259,123695
AM,V8 Vantage,2015,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,CON,21,14,259,138195
AM,V8 Vantage,2015,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,CON,21,14,259,118400
AM,V8 Vantage,2015,PQ,430,8,M,R,2,"Exotic,High-Performance",C,CON,19,13,259,132495
AM,V8 Vantage,2016,PQ,430,8,M,R,2,"Exotic,High-Performance",C,CON,19,13,259,148795
AM,V8 Vantage,2016,PQ,430,8,M,R,2,"Exotic,High-Performance",C,COU,19,13,259,134295
AM,V8 Vantage,2016,PQ,430,8,M,R,2,"Exotic,High-Performance",C,COU,19,13,259,103300
AM,V8 Vantage,2016,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,COU,21,14,259,126995
AM,V8 Vantage,2016,PQ,430,8,M,R,2,"Exotic,High-Performance",C,CON,19,13,259,117800
AM,V8 Vantage,2016,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,CON,21,14,259,141495
AM,V8 Vantage,2016,PQ,430,8,M,R,2,"Exotic,High-Performance",C,CON,19,13,259,135795
AM,V8 Vantage,2016,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,CON,21,14,259,154495
AM,V8 Vantage,2016,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,COU,21,14,259,139995
AM,V8 Vantage,2016,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,COU,21,14,259,109000
AM,V8 Vantage,2016,PQ,430,8,M,R,2,"Exotic,High-Performance",C,COU,19,13,259,121295
AM,V8 Vantage,2016,PQ,430,8,AMT,R,2,"Exotic,High-Performance",C,CON,21,14,259,123500
AUDI,V8,1992,R,276,8,A,A,4,"Luxury,Performance",M,S,18,13,3105,2000
AUDI,V8,1993,R,276,8,A,A,4,"Luxury,Performance",M,S,18,13,3105,2149
AUDI,V8,1994,R,276,8,A,A,4,"Luxury,Performance",M,S,18,13,3105,2239
VOL,V90,1998,R,181,6,A,R,4,Luxury,M,W,23,16,870,2200
VW,Vanagon,1990,R,90,4,M,4,3,N,L,PMV,15,14,873,2000
VW,Vanagon,1990,R,90,4,A,R,3,N,L,PMV,16,15,873,2000
VW,Vanagon,1990,R,90,4,M,4,3,N,L,PMV,15,14,873,2000
VW,Vanagon,1990,R,90,4,M,R,3,N,L,PMV,18,16,873,2000
VW,Vanagon,1990,R,90,4,M,R,3,N,L,PMV,18,16,873,2000
VW,Vanagon,1990,R,90,4,M,R,3,N,L,PMV,18,16,873,2000
VW,Vanagon,1990,R,90,4,M,R,3,N,L,PMV,18,16,873,2000
VW,Vanagon,1991,R,90,4,M,R,3,N,L,PMV,18,16,873,2000
VW,Vanagon,1991,R,90,4,M,R,3,N,L,PMV,18,16,873,2000
VW,Vanagon,1991,R,90,4,M,R,3,N,L,PMV,18,16,873,2000
VW,Vanagon,1991,R,90,4,M,R,3,N,L,PMV,18,16,873,2000
GMC,Vandura,1994,R,200,6,A,R,3,N,M,CV,20,15,549,2000
GMC,Vandura,1994,R,165,6,A,R,3,N,M,CV,20,15,549,2000
GMC,Vandura,1994,R,165,6,A,R,3,N,C,CV,20,15,549,2000
GMC,Vandura,1994,R,200,6,A,R,3,N,M,CV,20,15,549,2000
GMC,Vandura,1994,R,200,8,A,R,3,N,L,CV,16,12,549,2000
GMC,Vandura,1994,R,165,6,A,R,3,N,C,CV,20,15,549,2000
GMC,Vandura,1995,R,165,6,A,R,3,N,M,CV,20,15,549,2000
GMC,Vandura,1995,R,165,6,A,R,3,N,M,CV,15,13,549,2000
GMC,Vandura,1995,R,165,6,A,R,3,N,C,CV,20,15,549,2000
GMC,Vandura,1995,R,165,6,A,R,3,N,M,CV,20,15,549,2000
GMC,Vandura,1995,R,165,6,A,R,3,N,C,CV,20,15,549,2000
NIS,Van,1990,R,106,4,A,R,3,N,C,PMV,19,15,2009,2000
NIS,Van,1990,R,106,4,M,R,3,N,C,PMV,20,16,2009,2000
AM,Vanquish,2014,PQ,565,12,A,R,2,"Exotic,High-Performance",M,CON,19,13,259,296295
AM,Vanquish,2014,PQ,565,12,A,R,2,"Exotic,High-Performance",M,COU,19,13,259,278295
AM,Vanquish,2015,PQ,568,12,A,R,2,"Exotic,High-Performance",M,CON,21,13,259,301695
AM,Vanquish,2015,PQ,568,12,A,R,2,"Exotic,High-Performance",M,COU,21,13,259,283695
AM,Vanquish,2016,PQ,568,12,A,R,2,"Exotic,High-Performance",M,COU,21,13,259,287650
AM,Vanquish,2016,PQ,568,12,A,R,2,"Exotic,High-Performance",M,CON,21,13,259,305650
AM,Vanquish,2016,PQ,568,12,A,R,2,"Exotic,High-Performance",M,COU,21,13,259,302695
AM,Vanquish,2016,PQ,568,12,A,R,2,"Exotic,High-Performance",M,CON,21,13,259,320695
MITS,Vanwagon,1990,R,107,4,A,R,3,N,C,PMV,19,16,436,2000
MITS,Vanwagon,1990,R,107,4,A,R,3,N,C,CMV,20,18,436,2000
HYUN,Veloster,2014,R,201,4,A,F,3,"Hatchback,Performance",C,2H,31,24,1439,23300
HYUN,Veloster,2014,R,132,4,AMT,F,3,Hatchback,C,2H,36,28,1439,19050
HYUN,Veloster,2014,R,132,4,AMT,F,3,Hatchback,C,2H,36,28,1439,21650
HYUN,Veloster,2014,R,132,4,AMT,F,3,Hatchback,C,2H,36,28,1439,21650
HYUN,Veloster,2014,R,201,4,M,F,3,"Hatchback,Performance",C,2H,33,24,1439,22300
HYUN,Veloster,2014,R,201,4,M,F,3,"Hatchback,Performance",C,2H,33,24,1439,22300
HYUN,Veloster,2014,R,138,4,M,F,3,Hatchback,C,2H,35,26,1439,17800
HYUN,Veloster,2014,R,138,4,M,F,3,Hatchback,C,2H,35,26,1439,17800
HYUN,Veloster,2014,R,132,4,AMT,F,3,Hatchback,C,2H,36,28,1439,19050
HYUN,Veloster,2014,R,138,4,M,F,3,Hatchback,C,2H,35,26,1439,17800
HYUN,Veloster,2014,R,201,4,M,F,3,"Hatchback,Performance",C,2H,33,24,1439,21300
HYUN,Veloster,2014,R,201,4,A,F,3,"Hatchback,Performance",C,2H,31,24,1439,23300
HYUN,Veloster,2014,R,132,4,AMT,F,3,Hatchback,C,2H,36,28,1439,19050
HYUN,Veloster,2015,R,132,4,AMT,F,3,Hatchback,C,2H,36,27,1439,19250
HYUN,Veloster,2015,R,201,4,A,F,3,"Hatchback,Performance",C,2H,31,24,1439,23600
HYUN,Veloster,2015,R,132,4,AMT,F,3,Hatchback,C,2H,36,27,1439,21950
HYUN,Veloster,2015,R,132,4,AMT,F,3,Hatchback,C,2H,36,27,1439,21950
HYUN,Veloster,2015,R,138,4,M,F,3,Hatchback,C,2H,35,26,1439,18000
HYUN,Veloster,2015,R,201,4,M,F,3,"Hatchback,Performance",C,2H,33,24,1439,22600
HYUN,Veloster,2015,R,201,4,M,F,3,"Hatchback,Performance",C,2H,33,24,1439,21600
HYUN,Veloster,2016,R,132,4,AMT,F,3,Hatchback,C,2H,36,28,1439,19100
HYUN,Veloster,2016,R,132,4,M,F,3,Hatchback,C,2H,35,27,1439,18000
HYUN,Veloster,2016,R,201,4,M,F,3,"Hatchback,Performance",C,2H,33,25,1439,23950
HYUN,Veloster,2016,R,201,4,M,F,3,"Hatchback,Performance",C,2H,33,25,1439,21600
HYUN,Veloster,2016,R,132,4,AMT,F,3,Hatchback,C,2H,36,28,1439,19100
HYUN,Veloster,2016,R,132,4,M,F,3,Hatchback,C,2H,35,27,1439,18000
HYUN,Veloster,2016,R,201,4,AMT,F,3,"Hatchback,Performance",C,2H,33,27,1439,23800
HYUN,Veloster,2016,R,201,4,M,F,3,"Hatchback,Performance",C,2H,33,25,1439,22600
HYUN,Veloster,2016,R,201,4,AMT,F,3,"Hatchback,Performance",C,2H,33,27,1439,23800
HYUN,Veloster,2016,R,201,4,M,F,3,"Hatchback,Performance",C,2H,33,25,1439,22600
CHEV,Venture,2003,R,185,6,A,A,4,N,M,PMV,22,16,1385,31790
CHEV,Venture,2003,R,185,6,A,A,4,N,M,PMV,22,16,1385,33790
CHEV,Venture,2003,R,185,6,A,F,4,N,M,PMV,24,17,1385,24040
CHEV,Venture,2003,R,185,6,A,F,4,N,M,PMV,24,17,1385,26340
CHEV,Venture,2003,R,185,6,A,F,4,N,M,CMV,24,17,1385,22440
CHEV,Venture,2003,R,185,6,A,A,4,N,M,PMV,22,16,1385,29740
CHEV,Venture,2003,R,185,6,A,F,4,N,C,PMV,24,17,1385,21365
CHEV,Venture,2003,R,185,6,A,F,4,N,C,PMV,24,17,1385,22465
CHEV,Venture,2003,R,185,6,A,F,4,N,M,PMV,24,17,1385,31490
CHEV,Venture,2003,R,185,6,A,F,4,N,C,PMV,24,17,1385,25165
CHEV,Venture,2003,R,185,6,A,F,4,N,M,PMV,24,17,1385,29240
CHEV,Venture,2003,R,185,6,A,F,4,N,M,PMV,24,17,1385,30240
CHEV,Venture,2004,R,185,6,A,F,4,N,M,PMV,24,17,1385,30575
CHEV,Venture,2004,R,185,6,A,A,4,N,M,PMV,22,16,1385,33625
CHEV,Venture,2004,R,185,6,A,F,4,N,M,PMV,24,17,1385,26675
CHEV,Venture,2004,R,185,6,A,F,4,N,M,CMV,24,17,1385,22600
CHEV,Venture,2004,R,185,6,A,F,4,N,C,PMV,24,17,1385,21475
CHEV,Venture,2004,R,185,6,A,F,4,N,M,PMV,24,17,1385,23225
CHEV,Venture,2005,R,185,6,A,F,4,N,M,PMV,24,17,1385,30760
CHEV,Venture,2005,R,185,6,A,F,4,N,M,CMV,24,17,1385,23165
CHEV,Venture,2005,R,185,6,A,F,4,N,M,PMV,24,17,1385,26835
CHEV,Venture,2005,R,185,6,A,F,4,N,M,PMV,24,17,1385,23365
TOY,Venza,2013,R,181,4,A,F,4,Crossover,M,W,26,20,2031,31510
TOY,Venza,2013,R,268,6,A,A,4,"Crossover,Performance",M,W,25,18,2031,39020
TOY,Venza,2013,R,268,6,A,A,4,"Crossover,Performance",M,W,25,18,2031,31120
TOY,Venza,2013,R,268,6,A,F,4,"Crossover,Performance",M,W,26,19,2031,37570
TOY,Venza,2013,R,268,6,A,F,4,"Crossover,Performance",M,W,26,19,2031,29670
TOY,Venza,2013,R,268,6,A,F,4,"Crossover,Performance",M,W,26,19,2031,33330
TOY,Venza,2013,R,181,4,A,F,4,Crossover,M,W,26,20,2031,27850
TOY,Venza,2013,R,181,4,A,A,4,Crossover,M,W,26,20,2031,32960
TOY,Venza,2013,R,268,6,A,A,4,"Crossover,Performance",M,W,25,18,2031,34780
TOY,Venza,2013,R,181,4,A,A,4,Crossover,M,W,26,20,2031,29300
TOY,Venza,2014,R,268,6,A,F,4,"Crossover,Performance",M,W,26,19,2031,29770
TOY,Venza,2014,R,268,6,A,A,4,"Crossover,Performance",M,W,25,18,2031,39570
TOY,Venza,2014,R,181,4,A,A,4,Crossover,M,W,26,20,2031,29400
TOY,Venza,2014,R,268,6,A,F,4,"Crossover,Performance",M,W,26,19,2031,33630
TOY,Venza,2014,R,268,6,A,A,4,"Crossover,Performance",M,W,25,18,2031,35080
TOY,Venza,2014,R,268,6,A,A,4,"Crossover,Performance",M,W,25,18,2031,31220
TOY,Venza,2014,R,181,4,A,F,4,Crossover,M,W,26,20,2031,27950
TOY,Venza,2014,R,268,6,A,F,4,"Crossover,Performance",M,W,26,19,2031,38120
TOY,Venza,2014,R,181,4,A,F,4,Crossover,M,W,26,20,2031,31810
TOY,Venza,2014,R,181,4,A,A,4,Crossover,M,W,26,20,2031,33260
TOY,Venza,2015,R,268,6,A,A,4,"Crossover,Performance",M,W,25,18,2031,35600
TOY,Venza,2015,R,181,4,A,A,4,Crossover,M,W,26,20,2031,33560
TOY,Venza,2015,R,268,6,A,A,4,"Crossover,Performance",M,W,25,18,2031,39940
TOY,Venza,2015,R,181,4,A,F,4,Crossover,M,W,26,20,2031,29065
TOY,Venza,2015,R,181,4,A,F,4,Crossover,M,W,26,20,2031,32110
TOY,Venza,2015,R,268,6,A,F,4,"Crossover,Performance",M,W,26,19,2031,34150
TOY,Venza,2015,R,181,4,A,A,4,Crossover,M,W,26,20,2031,30515
HYUN,Veracruz,2010,R,260,6,A,A,4,Crossover,M,4S,22,16,1439,35895
HYUN,Veracruz,2010,R,260,6,A,F,4,Crossover,M,4S,23,17,1439,28145
HYUN,Veracruz,2010,R,260,6,A,F,4,Crossover,M,4S,23,17,1439,34195
HYUN,Veracruz,2010,R,260,6,A,A,4,Crossover,M,4S,22,16,1439,30045
HYUN,Veracruz,2011,R,260,6,A,F,4,Crossover,M,4S,22,17,1439,28345
HYUN,Veracruz,2011,R,260,6,A,F,4,Crossover,M,4S,22,17,1439,34395
HYUN,Veracruz,2011,R,260,6,A,A,4,Crossover,M,4S,21,16,1439,36095
HYUN,Veracruz,2011,R,260,6,A,A,4,Crossover,M,4S,21,16,1439,30245
HYUN,Veracruz,2012,R,260,6,A,A,4,Crossover,M,4S,21,16,1439,30245
HYUN,Veracruz,2012,R,260,6,A,A,4,Crossover,M,4S,21,16,1439,36195
HYUN,Veracruz,2012,R,260,6,A,F,4,Crossover,M,4S,22,17,1439,34495
HYUN,Veracruz,2012,R,260,6,A,F,4,Crossover,M,4S,22,17,1439,28345
BUI,Verano,2015,R,180,4,A,F,4,N,M,S,32,21,155,21065
BUI,Verano,2015,PC,250,4,A,F,4,Performance,M,S,30,21,155,29215
BUI,Verano,2015,R,180,4,A,F,4,N,M,S,32,21,155,27050
BUI,Verano,2015,R,180,4,A,F,4,N,M,S,32,21,155,25020
BUI,Verano,2015,R,180,4,A,F,4,N,M,S,32,21,155,23380
BUI,Verano,2016,R,180,4,A,F,4,N,M,S,32,21,155,23480
BUI,Verano,2016,R,180,4,A,F,4,N,M,S,32,21,155,24475
BUI,Verano,2016,R,180,4,A,F,4,N,M,S,32,21,155,24065
BUI,Verano,2016,R,180,4,A,F,4,N,M,S,32,21,155,21065
BUI,Verano,2016,R,180,4,A,F,4,N,M,S,32,21,155,26505
BUI,Verano,2016,PC,250,4,A,F,4,Performance,M,S,30,21,155,28670
BUI,Verano,2017,R,180,4,A,F,4,N,M,S,31,21,155,21065
BUI,Verano,2017,R,180,4,A,F,4,N,M,S,31,21,155,26555
BUI,Verano,2017,R,180,4,A,F,4,N,M,S,31,21,155,24115
SUZ,Verona,2004,,155,6,A,F,4,N,M,S,25,17,481,17199
SUZ,Verona,2004,,155,6,A,F,4,N,M,S,25,17,481,20199
SUZ,Verona,2004,,155,6,A,F,4,N,M,S,25,17,481,18499
SUZ,Verona,2005,R,155,6,A,F,4,N,M,S,25,18,481,19349
SUZ,Verona,2005,R,155,6,A,F,4,N,M,S,25,18,481,21049
SUZ,Verona,2005,R,155,6,A,F,4,N,M,S,25,18,481,17549
SUZ,Verona,2005,R,155,6,A,F,4,N,M,S,25,18,481,20549
SUZ,Verona,2006,R,155,6,A,F,4,N,M,S,25,17,481,20299
SUZ,Verona,2006,R,155,6,A,F,4,N,M,S,25,17,481,18299
NIS,Versa Note,2015,R,109,4,A,F,4,Hatchback,C,4H,40,31,2009,17930
NIS,Versa Note,2015,R,109,4,A,F,4,Hatchback,C,4H,40,31,2009,18660
NIS,Versa Note,2015,R,109,4,A,F,4,Hatchback,C,4H,40,31,2009,17960
NIS,Versa Note,2015,R,109,4,A,F,4,Hatchback,C,4H,40,31,2009,16330
NIS,Versa Note,2015,R,109,4,A,F,4,Hatchback,C,4H,40,31,2009,15430
NIS,Versa Note,2015,R,109,4,M,F,4,Hatchback,C,4H,36,27,2009,14180
NIS,Versa Note,2015,R,109,4,A,F,4,Hatchback,C,4H,40,31,2009,17530
NIS,Versa Note,2016,R,109,4,A,F,4,Hatchback,C,4H,40,31,2009,16380
NIS,Versa Note,2016,R,109,4,M,F,4,Hatchback,C,4H,36,27,2009,14230
NIS,Versa Note,2016,R,109,4,A,F,4,Hatchback,C,4H,40,31,2009,17980
NIS,Versa Note,2016,R,109,4,A,F,4,Hatchback,C,4H,40,31,2009,18710
NIS,Versa Note,2016,R,109,4,A,F,4,Hatchback,C,4H,40,31,2009,15480
NIS,Versa Note,2017,R,109,4,A,F,4,Hatchback,C,4H,39,31,2009,15480
NIS,Versa Note,2017,R,109,4,A,F,4,Hatchback,C,4H,39,31,2009,17980
NIS,Versa Note,2017,R,109,4,A,F,4,Hatchback,C,4H,39,31,2009,16380
NIS,Versa Note,2017,R,109,4,A,F,4,Hatchback,C,4H,39,31,2009,18710
NIS,Versa,2015,R,109,4,A,F,4,N,C,S,40,31,2009,13990
NIS,Versa,2015,R,109,4,A,F,4,N,C,S,40,31,2009,15530
NIS,Versa,2015,R,109,4,A,F,4,N,C,S,40,31,2009,16890
NIS,Versa,2015,R,109,4,M,F,4,N,C,S,36,27,2009,11990
NIS,Versa,2015,R,109,4,A,F,4,N,C,S,40,31,2009,17590
NIS,Versa,2015,R,109,4,A,F,4,N,C,S,35,26,2009,13490
NIS,Versa,2016,R,109,4,A,F,4,N,C,S,40,31,2009,14040
NIS,Versa,2016,R,109,4,A,F,4,N,C,S,35,26,2009,13540
NIS,Versa,2016,R,109,4,A,F,4,N,C,S,40,31,2009,15580
NIS,Versa,2016,R,109,4,A,F,4,N,C,S,40,31,2009,17140
NIS,Versa,2016,R,109,4,M,F,4,N,C,S,36,27,2009,11990
NIS,Versa,2017,R,109,4,A,F,4,N,C,S,39,31,2009,17280
NIS,Versa,2017,R,109,4,A,F,4,N,C,S,35,26,2009,13680
NIS,Versa,2017,R,109,4,M,F,4,N,C,S,36,27,2009,11990
NIS,Versa,2017,R,109,4,A,F,4,N,C,S,39,31,2009,14130
NIS,Versa,2017,R,109,4,A,F,4,N,C,S,39,31,2009,15720
BUG,Veyron 16.4,2008,PQ,1001,16,AMT,A,2,"Exotic,High-Performance",C,COU,14,8,820,2065902
BUG,Veyron 16.4,2008,PQ,1001,16,AMT,A,2,"Exotic,High-Performance",C,COU,14,8,820,1500000
BUG,Veyron 16.4,2009,PQ,1001,16,AMT,A,2,"Exotic,High-Performance",C,COU,14,8,820,1705769
PON,Vibe,2008,R,126,4,M,F,4,N,C,W,33,26,210,16855
PON,Vibe,2009,R,132,4,M,F,4,Hatchback,C,4H,32,26,210,16100
PON,Vibe,2009,R,158,4,M,F,4,Hatchback,C,4H,28,21,210,16495
PON,Vibe,2009,R,158,4,M,F,4,Hatchback,C,4H,28,21,210,20875
PON,Vibe,2009,R,158,4,A,A,4,Hatchback,C,4H,26,20,210,20475
PON,Vibe,2010,R,158,4,A,A,4,Hatchback,C,4H,26,20,210,20275
PON,Vibe,2010,R,132,4,M,F,4,Hatchback,C,4H,32,26,210,16100
PON,Vibe,2010,R,158,4,M,F,4,Hatchback,C,4H,28,21,210,20875
PON,Vibe,2010,R,158,4,M,F,4,Hatchback,C,4H,28,21,210,17445
ACU,Vigor,1992,R,176,5,M,F,4,Luxury,M,S,24,18,204,2000
ACU,Vigor,1992,R,176,5,M,F,4,Luxury,M,S,24,18,204,2000
ACU,Vigor,1993,R,176,5,M,F,4,Luxury,M,S,24,18,204,2000
ACU,Vigor,1993,R,176,5,M,F,4,Luxury,M,S,24,18,204,2000
ACU,Vigor,1994,R,176,5,M,F,4,Luxury,M,S,24,18,204,2000
ACU,Vigor,1994,R,176,5,M,F,4,Luxury,M,S,24,18,204,2000
DOD,Viper,2015,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,21,12,1851,107995
DOD,Viper,2015,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,21,12,1851,94995
DOD,Viper,2015,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,21,12,1851,84995
DOD,Viper,2015,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,21,12,1851,94995
DOD,Viper,2016,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,21,12,1851,95895
DOD,Viper,2016,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,21,12,1851,87895
DOD,Viper,2016,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,21,12,1851,118795
DOD,Viper,2016,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,21,12,1851,107995
DOD,Viper,2016,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,21,12,1851,95895
DOD,Viper,2017,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,19,12,1851,95895
DOD,Viper,2017,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,19,12,1851,87895
DOD,Viper,2017,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,19,12,1851,118795
DOD,Viper,2017,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,19,12,1851,95895
DOD,Viper,2017,PQ,645,10,M,R,2,"Exotic,High-Performance",C,COU,19,12,1851,107995
AM,Virage,2012,PQ,490,12,A,R,2,"Exotic,High-Performance",M,COU,18,13,259,208295
AM,Virage,2012,PQ,490,12,A,R,2,"Exotic,High-Performance",M,CON,18,13,259,223295
SUZ,Vitara,2002,R,127,4,A,R,2,N,C,CON SUV,23,20,481,16599
SUZ,Vitara,2002,R,127,4,A,4,2,N,C,CON SUV,23,20,481,17999
SUZ,Vitara,2002,R,127,4,A,R,4,N,C,4S,23,20,481,17799
SUZ,Vitara,2002,R,127,4,M,4,2,N,C,CON SUV,23,20,481,16999
SUZ,Vitara,2002,R,127,4,M,R,2,N,C,CON SUV,24,20,481,15999
SUZ,Vitara,2002,R,127,4,M,4,4,N,C,4S,23,20,481,18199
SUZ,Vitara,2002,R,127,4,A,4,4,N,C,4S,23,20,481,19199
SUZ,Vitara,2002,R,127,4,M,R,4,N,C,4S,23,20,481,16799
SUZ,Vitara,2003,R,127,4,M,4,4,N,C,4S,23,20,481,18199
SUZ,Vitara,2003,R,127,4,M,4,2,N,C,CON SUV,23,20,481,16999
SUZ,Vitara,2003,R,127,4,M,R,2,N,C,CON SUV,24,20,481,15599
SUZ,Vitara,2003,R,127,4,M,R,4,N,C,4S,23,20,481,16799
SUZ,Vitara,2004,R,165,6,A,4,4,N,C,4S,20,17,481,19199
SUZ,Vitara,2004,R,165,6,A,R,4,N,C,4S,20,17,481,17999
SUZ,Vitara,2004,R,165,6,M,4,4,N,C,4S,20,17,481,18199
SUZ,Vitara,2004,R,165,6,M,R,4,N,C,4S,21,17,481,16999
CHR,Voyager,2001,FRE85,180,6,A,F,4,N,M,PMV,22,16,1013,23525
CHR,Voyager,2001,R,150,4,A,F,4,N,M,PMV,22,18,1013,19160
CHR,Voyager,2002,FRE85,180,6,A,F,4,N,L,PMV,22,16,1013,23640
CHR,Voyager,2002,R,150,4,A,F,4,N,M,PMV,24,17,1013,16430
CHR,Voyager,2002,R,150,4,A,F,4,Flex Fuel,M,PMV,23,17,1013,19155
CHR,Voyager,2003,R,150,4,A,F,4,N,M,PMV,25,18,1013,20960
CHR,Voyager,2003,R,180,6,A,F,4,N,M,PMV,24,17,1013,23790
PLY,Voyager,1998,R,150,4,A,F,3,N,M,PMV,24,18,535,2000
PLY,Voyager,1998,R,150,6,A,F,4,N,M,PMV,24,17,535,2000
PLY,Voyager,1998,R,150,6,A,F,4,N,M,PMV,24,17,535,2000
PLY,Voyager,1999,FRE85,158,6,A,F,4,Flex Fuel,M,PMV,22,16,535,2166
PLY,Voyager,1999,FRE85,158,6,A,F,4,Flex Fuel,M,PMV,22,16,535,2110
PLY,Voyager,1999,R,150,4,A,F,3,N,M,PMV,24,18,535,2000
PLY,Voyager,2000,FRE85,158,6,A,F,4,Flex Fuel,M,PMV,23,16,535,2317
PLY,Voyager,2000,R,150,4,A,F,3,N,M,PMV,24,18,535,2008
FORD,Windstar Cargo,2001,R,200,6,A,F,3,N,M,CMV,22,16,5657,20220
FORD,Windstar Cargo,2002,R,200,6,A,F,3,N,M,CMV,21,16,5657,20585
FORD,Windstar Cargo,2003,R,200,6,A,F,3,N,M,CMV,22,16,5657,21075
FORD,Windstar,2001,R,200,6,A,F,4,N,M,PMV,22,16,5657,31115
FORD,Windstar,2001,R,200,6,A,F,4,N,M,PMV,22,16,5657,25000
FORD,Windstar,2001,R,200,6,A,F,4,N,M,PMV,22,16,5657,27435
FORD,Windstar,2001,R,200,6,A,F,3,N,M,PMV,22,16,5657,22185
FORD,Windstar,2001,R,200,6,A,F,4,N,M,PMV,22,16,5657,28595
FORD,Windstar,2001,R,200,6,A,F,4,N,M,PMV,22,16,5657,33765
FORD,Windstar,2002,R,200,6,A,F,4,N,M,PMV,21,16,5657,28900
FORD,Windstar,2002,R,200,6,A,F,4,N,M,PMV,21,16,5657,27460
FORD,Windstar,2002,R,200,6,A,F,4,N,M,PMV,21,16,5657,26375
FORD,Windstar,2002,R,200,6,A,F,4,N,M,PMV,21,16,5657,31630
FORD,Windstar,2002,R,200,6,A,F,4,N,M,PMV,21,16,5657,34040
FORD,Windstar,2002,R,200,6,A,F,4,N,M,PMV,21,16,5657,22340
FORD,Windstar,2003,R,200,6,A,F,4,N,M,PMV,22,16,5657,27870
FORD,Windstar,2003,R,200,6,A,F,4,N,M,PMV,22,16,5657,23070
FORD,Windstar,2003,R,200,6,A,F,4,N,M,PMV,22,16,5657,26315
FORD,Windstar,2003,R,200,6,A,F,4,N,M,PMV,22,16,5657,29230
